prepared_relative_path,prepared_split,label,kind,source_relative_path,original_relative_path
train/paper/paper_033__aug_v2_01.jpg,train,paper,augmentation,train/paper/paper_033__aug_v2_01.jpg,train/paper/paper_033.jpg
train/paper/paper_033__aug_v2_02.jpg,train,paper,augmentation,train/paper/paper_033__aug_v2_02.jpg,train/paper/paper_033.jpg
train/paper/paper_033__aug_v2_03.jpg,train,paper,augmentation,train/paper/paper_033__aug_v2_03.jpg,train/paper/paper_033.jpg
train/paper/paper_033__aug_v2_04.jpg,train,paper,augmentation,train/paper/paper_033__aug_v2_04.jpg,train/paper/paper_033.jpg
train/paper/paper_033__aug_v2_05.jpg,train,paper,augmentation,train/paper/paper_033__aug_v2_05.jpg,train/paper/paper_033.jpg
train/paper/paper_033__aug_v2_06.jpg,train,paper,augmentation,train/paper/paper_033__aug_v2_06.jpg,train/paper/paper_033.jpg
train/paper/paper_033__aug_v2_07.jpg,train,paper,augmentation,train/paper/paper_033__aug_v2_07.jpg,train/paper/paper_033.jpg
train/paper/paper_033__aug_v2_08.jpg,train,paper,augmentation,train/paper/paper_033__aug_v2_08.jpg,train/paper/paper_033.jpg
train/paper/paper_033__aug_v2_09.jpg,train,paper,augmentation,train/paper/paper_033__aug_v2_09.jpg,train/paper/paper_033.jpg
train/paper/paper_034.jpg,train,paper,original,train/paper/paper_034.jpg,train/paper/paper_034.jpg
train/paper/paper_034__aug_v2_01.jpg,train,paper,augmentation,train/paper/paper_034__aug_v2_01.jpg,train/paper/paper_034.jpg
train/paper/paper_034__aug_v2_02.jpg,train,paper,augmentation,train/paper/paper_034__aug_v2_02.jpg,train/paper/paper_034.jpg
train/paper/paper_034__aug_v2_03.jpg,train,paper,augmentation,train/paper/paper_034__aug_v2_03.jpg,train/paper/paper_034.jpg
train/paper/paper_034__aug_v2_04.jpg,train,paper,augmentation,train/paper/paper_034__aug_v2_04.jpg,train/paper/paper_034.jpg
train/paper/paper_034__aug_v2_05.jpg,train,paper,augmentation,train/paper/paper_034__aug_v2_05.jpg,train/paper/paper_034.jpg
train/paper/paper_034__aug_v2_06.jpg,train,paper,augmentation,train/paper/paper_034__aug_v2_06.jpg,train/paper/paper_034.jpg
train/paper/paper_034__aug_v2_07.jpg,train,paper,augmentation,train/paper/paper_034__aug_v2_07.jpg,train/paper/paper_034.jpg
train/paper/paper_034__aug_v2_08.jpg,train,paper,augmentation,train/paper/paper_034__aug_v2_08.jpg,train/paper/paper_034.jpg
train/paper/paper_034__aug_v2_09.jpg,train,paper,augmentation,train/paper/paper_034__aug_v2_09.jpg,train/paper/paper_034.jpg
train/paper/paper_035.jpg,train,paper,original,train/paper/paper_035.jpg,train/paper/paper_035.jpg
train/paper/paper_035__aug_v2_01.jpg,train,paper,augmentation,train/paper/paper_035__aug_v2_01.jpg,train/paper/paper_035.jpg
train/paper/paper_035__aug_v2_02.jpg,train,paper,augmentation,train/paper/paper_035__aug_v2_02.jpg,train/paper/paper_035.jpg
train/paper/paper_035__aug_v2_03.jpg,train,paper,augmentation,train/paper/paper_035__aug_v2_03.jpg,train/paper/paper_035.jpg
train/paper/paper_035__aug_v2_04.jpg,train,paper,augmentation,train/paper/paper_035__aug_v2_04.jpg,train/paper/paper_035.jpg
train/paper/paper_035__aug_v2_05.jpg,train,paper,augmentation,train/paper/paper_035__aug_v2_05.jpg,train/paper/paper_035.jpg
train/paper/paper_035__aug_v2_06.jpg,train,paper,augmentation,train/paper/paper_035__aug_v2_06.jpg,train/paper/paper_035.jpg
train/paper/paper_035__aug_v2_07.jpg,train,paper,augmentation,train/paper/paper_035__aug_v2_07.jpg,train/paper/paper_035.jpg
train/paper/paper_035__aug_v2_08.jpg,train,paper,augmentation,train/paper/paper_035__aug_v2_08.jpg,train/paper/paper_035.jpg
train/paper/paper_035__aug_v2_09.jpg,train,paper,augmentation,train/paper/paper_035__aug_v2_09.jpg,train/paper/paper_035.jpg
train/paper/paper_037.jpg,train,paper,original,train/paper/paper_037.jpg,train/paper/paper_037.jpg
train/paper/paper_037__aug_v2_01.jpg,train,paper,augmentation,train/paper/paper_037__aug_v2_01.jpg,train/paper/paper_037.jpg
train/paper/paper_037__aug_v2_02.jpg,train,paper,augmentation,train/paper/paper_037__aug_v2_02.jpg,train/paper/paper_037.jpg
train/paper/paper_037__aug_v2_03.jpg,train,paper,augmentation,train/paper/paper_037__aug_v2_03.jpg,train/paper/paper_037.jpg
train/paper/paper_037__aug_v2_04.jpg,train,paper,augmentation,train/paper/paper_037__aug_v2_04.jpg,train/paper/paper_037.jpg
train/paper/paper_037__aug_v2_05.jpg,train,paper,augmentation,train/paper/paper_037__aug_v2_05.jpg,train/paper/paper_037.jpg
train/paper/paper_037__aug_v2_06.jpg,train,paper,augmentation,train/paper/paper_037__aug_v2_06.jpg,train/paper/paper_037.jpg
train/paper/paper_037__aug_v2_07.jpg,train,paper,augmentation,train/paper/paper_037__aug_v2_07.jpg,train/paper/paper_037.jpg
train/paper/paper_037__aug_v2_08.jpg,train,paper,augmentation,train/paper/paper_037__aug_v2_08.jpg,train/paper/paper_037.jpg
train/paper/paper_037__aug_v2_09.jpg,train,paper,augmentation,train/paper/paper_037__aug_v2_09.jpg,train/paper/paper_037.jpg
train/paper/paper_038.jpg,train,paper,original,train/paper/paper_038.jpg,train/paper/paper_038.jpg
train/paper/paper_038__aug_v2_01.jpg,train,paper,augmentation,train/paper/paper_038__aug_v2_01.jpg,train/paper/paper_038.jpg
train/paper/paper_038__aug_v2_02.jpg,train,paper,augmentation,train/paper/paper_038__aug_v2_02.jpg,train/paper/paper_038.jpg
train/paper/paper_038__aug_v2_03.jpg,train,paper,augmentation,train/paper/paper_038__aug_v2_03.jpg,train/paper/paper_038.jpg
train/paper/paper_038__aug_v2_04.jpg,train,paper,augmentation,train/paper/paper_038__aug_v2_04.jpg,train/paper/paper_038.jpg
train/paper/paper_038__aug_v2_05.jpg,train,paper,augmentation,train/paper/paper_038__aug_v2_05.jpg,train/paper/paper_038.jpg
train/paper/paper_038__aug_v2_06.jpg,train,paper,augmentation,train/paper/paper_038__aug_v2_06.jpg,train/paper/paper_038.jpg
train/paper/paper_038__aug_v2_07.jpg,train,paper,augmentation,train/paper/paper_038__aug_v2_07.jpg,train/paper/paper_038.jpg
train/paper/paper_038__aug_v2_08.jpg,train,paper,augmentation,train/paper/paper_038__aug_v2_08.jpg,train/paper/paper_038.jpg
train/paper/paper_038__aug_v2_09.jpg,train,paper,augmentation,train/paper/paper_038__aug_v2_09.jpg,train/paper/paper_038.jpg
train/paper/paper_039.jpg,train,paper,original,train/paper/paper_039.jpg,train/paper/paper_039.jpg
train/paper/paper_039__aug_v2_01.jpg,train,paper,augmentation,train/paper/paper_039__aug_v2_01.jpg,train/paper/paper_039.jpg
train/paper/paper_039__aug_v2_02.jpg,train,paper,augmentation,train/paper/paper_039__aug_v2_02.jpg,train/paper/paper_039.jpg
train/paper/paper_039__aug_v2_03.jpg,train,paper,augmentation,train/paper/paper_039__aug_v2_03.jpg,train/paper/paper_039.jpg
train/paper/paper_039__aug_v2_04.jpg,train,paper,augmentation,train/paper/paper_039__aug_v2_04.jpg,train/paper/paper_039.jpg
train/paper/paper_039__aug_v2_05.jpg,train,paper,augmentation,train/paper/paper_039__aug_v2_05.jpg,train/paper/paper_039.jpg
train/paper/paper_039__aug_v2_06.jpg,train,paper,augmentation,train/paper/paper_039__aug_v2_06.jpg,train/paper/paper_039.jpg
train/paper/paper_039__aug_v2_07.jpg,train,paper,augmentation,train/paper/paper_039__aug_v2_07.jpg,train/paper/paper_039.jpg
train/paper/paper_039__aug_v2_08.jpg,train,paper,augmentation,train/paper/paper_039__aug_v2_08.jpg,train/paper/paper_039.jpg
train/paper/paper_039__aug_v2_09.jpg,train,paper,augmentation,train/paper/paper_039__aug_v2_09.jpg,train/paper/paper_039.jpg
train/paper/paper_040.jpg,train,paper,original,train/paper/paper_040.jpg,train/paper/paper_040.jpg
train/paper/paper_040__aug_v2_01.jpg,train,paper,augmentation,train/paper/paper_040__aug_v2_01.jpg,train/paper/paper_040.jpg
train/paper/paper_040__aug_v2_02.jpg,train,paper,augmentation,train/paper/paper_040__aug_v2_02.jpg,train/paper/paper_040.jpg
train/paper/paper_040__aug_v2_03.jpg,train,paper,augmentation,train/paper/paper_040__aug_v2_03.jpg,train/paper/paper_040.jpg
train/paper/paper_040__aug_v2_04.jpg,train,paper,augmentation,train/paper/paper_040__aug_v2_04.jpg,train/paper/paper_040.jpg
train/paper/paper_040__aug_v2_05.jpg,train,paper,augmentation,train/paper/paper_040__aug_v2_05.jpg,train/paper/paper_040.jpg
train/paper/paper_040__aug_v2_06.jpg,train,paper,augmentation,train/paper/paper_040__aug_v2_06.jpg,train/paper/paper_040.jpg
train/paper/paper_040__aug_v2_07.jpg,train,paper,augmentation,train/paper/paper_040__aug_v2_07.jpg,train/paper/paper_040.jpg
train/paper/paper_040__aug_v2_08.jpg,train,paper,augmentation,train/paper/paper_040__aug_v2_08.jpg,train/paper/paper_040.jpg
train/paper/paper_040__aug_v2_09.jpg,train,paper,augmentation,train/paper/paper_040__aug_v2_09.jpg,train/paper/paper_040.jpg
train/paper/paper_042.jpg,train,paper,original,train/paper/paper_042.jpg,train/paper/paper_042.jpg
train/paper/paper_042__aug_v2_01.jpg,train,paper,augmentation,train/paper/paper_042__aug_v2_01.jpg,train/paper/paper_042.jpg
train/paper/paper_042__aug_v2_02.jpg,train,paper,augmentation,train/paper/paper_042__aug_v2_02.jpg,train/paper/paper_042.jpg
train/paper/paper_042__aug_v2_03.jpg,train,paper,augmentation,train/paper/paper_042__aug_v2_03.jpg,train/paper/paper_042.jpg
train/paper/paper_042__aug_v2_04.jpg,train,paper,augmentation,train/paper/paper_042__aug_v2_04.jpg,train/paper/paper_042.jpg
train/paper/paper_042__aug_v2_05.jpg,train,paper,augmentation,train/paper/paper_042__aug_v2_05.jpg,train/paper/paper_042.jpg
train/paper/paper_042__aug_v2_06.jpg,train,paper,augmentation,train/paper/paper_042__aug_v2_06.jpg,train/paper/paper_042.jpg
train/paper/paper_042__aug_v2_07.jpg,train,paper,augmentation,train/paper/paper_042__aug_v2_07.jpg,train/paper/paper_042.jpg
train/paper/paper_042__aug_v2_08.jpg,train,paper,augmentation,train/paper/paper_042__aug_v2_08.jpg,train/paper/paper_042.jpg
train/paper/paper_042__aug_v2_09.jpg,train,paper,augmentation,train/paper/paper_042__aug_v2_09.jpg,train/paper/paper_042.jpg
train/paper/paper_043.jpg,train,paper,original,train/paper/paper_043.jpg,train/paper/paper_043.jpg
train/paper/paper_043__aug_v2_01.jpg,train,paper,augmentation,train/paper/paper_043__aug_v2_01.jpg,train/paper/paper_043.jpg
train/paper/paper_043__aug_v2_02.jpg,train,paper,augmentation,train/paper/paper_043__aug_v2_02.jpg,train/paper/paper_043.jpg
train/paper/paper_043__aug_v2_03.jpg,train,paper,augmentation,train/paper/paper_043__aug_v2_03.jpg,train/paper/paper_043.jpg
train/paper/paper_043__aug_v2_04.jpg,train,paper,augmentation,train/paper/paper_043__aug_v2_04.jpg,train/paper/paper_043.jpg
train/paper/paper_043__aug_v2_05.jpg,train,paper,augmentation,train/paper/paper_043__aug_v2_05.jpg,train/paper/paper_043.jpg
train/paper/paper_043__aug_v2_06.jpg,train,paper,augmentation,train/paper/paper_043__aug_v2_06.jpg,train/paper/paper_043.jpg
train/paper/paper_043__aug_v2_07.jpg,train,paper,augmentation,train/paper/paper_043__aug_v2_07.jpg,train/paper/paper_043.jpg
train/paper/paper_043__aug_v2_08.jpg,train,paper,augmentation,train/paper/paper_043__aug_v2_08.jpg,train/paper/paper_043.jpg
train/paper/paper_043__aug_v2_09.jpg,train,paper,augmentation,train/paper/paper_043__aug_v2_09.jpg,train/paper/paper_043.jpg
train/paper/paper_044.jpg,train,paper,original,train/paper/paper_044.jpg,train/paper/paper_044.jpg
train/paper/paper_044__aug_v2_01.jpg,train,paper,augmentation,train/paper/paper_044__aug_v2_01.jpg,train/paper/paper_044.jpg
train/paper/paper_044__aug_v2_02.jpg,train,paper,augmentation,train/paper/paper_044__aug_v2_02.jpg,train/paper/paper_044.jpg
train/paper/paper_044__aug_v2_03.jpg,train,paper,augmentation,train/paper/paper_044__aug_v2_03.jpg,train/paper/paper_044.jpg
train/paper/paper_044__aug_v2_04.jpg,train,paper,augmentation,train/paper/paper_044__aug_v2_04.jpg,train/paper/paper_044.jpg
train/paper/paper_044__aug_v2_05.jpg,train,paper,augmentation,train/paper/paper_044__aug_v2_05.jpg,train/paper/paper_044.jpg
train/paper/paper_044__aug_v2_06.jpg,train,paper,augmentation,train/paper/paper_044__aug_v2_06.jpg,train/paper/paper_044.jpg
train/paper/paper_044__aug_v2_07.jpg,train,paper,augmentation,train/paper/paper_044__aug_v2_07.jpg,train/paper/paper_044.jpg
train/paper/paper_044__aug_v2_08.jpg,train,paper,augmentation,train/paper/paper_044__aug_v2_08.jpg,train/paper/paper_044.jpg
train/paper/paper_044__aug_v2_09.jpg,train,paper,augmentation,train/paper/paper_044__aug_v2_09.jpg,train/paper/paper_044.jpg
train/paper/paper_045.jpg,train,paper,original,train/paper/paper_045.jpg,train/paper/paper_045.jpg
train/paper/paper_045__aug_v2_01.jpg,train,paper,augmentation,train/paper/paper_045__aug_v2_01.jpg,train/paper/paper_045.jpg
train/paper/paper_045__aug_v2_02.jpg,train,paper,augmentation,train/paper/paper_045__aug_v2_02.jpg,train/paper/paper_045.jpg
train/paper/paper_045__aug_v2_03.jpg,train,paper,augmentation,train/paper/paper_045__aug_v2_03.jpg,train/paper/paper_045.jpg
train/paper/paper_045__aug_v2_04.jpg,train,paper,augmentation,train/paper/paper_045__aug_v2_04.jpg,train/paper/paper_045.jpg
train/paper/paper_045__aug_v2_05.jpg,train,paper,augmentation,train/paper/paper_045__aug_v2_05.jpg,train/paper/paper_045.jpg
train/paper/paper_045__aug_v2_06.jpg,train,paper,augmentation,train/paper/paper_045__aug_v2_06.jpg,train/paper/paper_045.jpg
train/paper/paper_045__aug_v2_07.jpg,train,paper,augmentation,train/paper/paper_045__aug_v2_07.jpg,train/paper/paper_045.jpg
train/paper/paper_045__aug_v2_08.jpg,train,paper,augmentation,train/paper/paper_045__aug_v2_08.jpg,train/paper/paper_045.jpg
train/paper/paper_045__aug_v2_09.jpg,train,paper,augmentation,train/paper/paper_045__aug_v2_09.jpg,train/paper/paper_045.jpg
train/paper/paper_046.jpg,train,paper,original,train/paper/paper_046.jpg,train/paper/paper_046.jpg
train/paper/paper_046__aug_v2_01.jpg,train,paper,augmentation,train/paper/paper_046__aug_v2_01.jpg,train/paper/paper_046.jpg
train/paper/paper_046__aug_v2_02.jpg,train,paper,augmentation,train/paper/paper_046__aug_v2_02.jpg,train/paper/paper_046.jpg
train/paper/paper_046__aug_v2_03.jpg,train,paper,augmentation,train/paper/paper_046__aug_v2_03.jpg,train/paper/paper_046.jpg
train/paper/paper_046__aug_v2_04.jpg,train,paper,augmentation,train/paper/paper_046__aug_v2_04.jpg,train/paper/paper_046.jpg
train/paper/paper_046__aug_v2_05.jpg,train,paper,augmentation,train/paper/paper_046__aug_v2_05.jpg,train/paper/paper_046.jpg
train/paper/paper_046__aug_v2_06.jpg,train,paper,augmentation,train/paper/paper_046__aug_v2_06.jpg,train/paper/paper_046.jpg
train/paper/paper_046__aug_v2_07.jpg,train,paper,augmentation,train/paper/paper_046__aug_v2_07.jpg,train/paper/paper_046.jpg
train/paper/paper_046__aug_v2_08.jpg,train,paper,augmentation,train/paper/paper_046__aug_v2_08.jpg,train/paper/paper_046.jpg
train/paper/paper_046__aug_v2_09.jpg,train,paper,augmentation,train/paper/paper_046__aug_v2_09.jpg,train/paper/paper_046.jpg
train/paper/paper_047.jpg,train,paper,original,train/paper/paper_047.jpg,train/paper/paper_047.jpg
train/paper/paper_047__aug_v2_01.jpg,train,paper,augmentation,train/paper/paper_047__aug_v2_01.jpg,train/paper/paper_047.jpg
train/paper/paper_047__aug_v2_02.jpg,train,paper,augmentation,train/paper/paper_047__aug_v2_02.jpg,train/paper/paper_047.jpg
train/paper/paper_047__aug_v2_03.jpg,train,paper,augmentation,train/paper/paper_047__aug_v2_03.jpg,train/paper/paper_047.jpg
train/paper/paper_047__aug_v2_04.jpg,train,paper,augmentation,train/paper/paper_047__aug_v2_04.jpg,train/paper/paper_047.jpg
train/paper/paper_047__aug_v2_05.jpg,train,paper,augmentation,train/paper/paper_047__aug_v2_05.jpg,train/paper/paper_047.jpg
train/paper/paper_047__aug_v2_06.jpg,train,paper,augmentation,train/paper/paper_047__aug_v2_06.jpg,train/paper/paper_047.jpg
train/paper/paper_047__aug_v2_07.jpg,train,paper,augmentation,train/paper/paper_047__aug_v2_07.jpg,train/paper/paper_047.jpg
train/paper/paper_047__aug_v2_08.jpg,train,paper,augmentation,train/paper/paper_047__aug_v2_08.jpg,train/paper/paper_047.jpg
train/paper/paper_047__aug_v2_09.jpg,train,paper,augmentation,train/paper/paper_047__aug_v2_09.jpg,train/paper/paper_047.jpg
train/paper/paper_048.jpg,train,paper,original,train/paper/paper_048.jpg,train/paper/paper_048.jpg
train/paper/paper_048__aug_v2_01.jpg,train,paper,augmentation,train/paper/paper_048__aug_v2_01.jpg,train/paper/paper_048.jpg
train/paper/paper_048__aug_v2_02.jpg,train,paper,augmentation,train/paper/paper_048__aug_v2_02.jpg,train/paper/paper_048.jpg
train/paper/paper_048__aug_v2_03.jpg,train,paper,augmentation,train/paper/paper_048__aug_v2_03.jpg,train/paper/paper_048.jpg
train/paper/paper_048__aug_v2_04.jpg,train,paper,augmentation,train/paper/paper_048__aug_v2_04.jpg,train/paper/paper_048.jpg
train/paper/paper_048__aug_v2_05.jpg,train,paper,augmentation,train/paper/paper_048__aug_v2_05.jpg,train/paper/paper_048.jpg
train/paper/paper_048__aug_v2_06.jpg,train,paper,augmentation,train/paper/paper_048__aug_v2_06.jpg,train/paper/paper_048.jpg
train/paper/paper_048__aug_v2_07.jpg,train,paper,augmentation,train/paper/paper_048__aug_v2_07.jpg,train/paper/paper_048.jpg
train/paper/paper_048__aug_v2_08.jpg,train,paper,augmentation,train/paper/paper_048__aug_v2_08.jpg,train/paper/paper_048.jpg
train/paper/paper_048__aug_v2_09.jpg,train,paper,augmentation,train/paper/paper_048__aug_v2_09.jpg,train/paper/paper_048.jpg
train/paper/paper_049.jpg,train,paper,original,train/paper/paper_049.jpg,train/paper/paper_049.jpg
train/paper/paper_049__aug_v2_01.jpg,train,paper,augmentation,train/paper/paper_049__aug_v2_01.jpg,train/paper/paper_049.jpg
train/paper/paper_049__aug_v2_02.jpg,train,paper,augmentation,train/paper/paper_049__aug_v2_02.jpg,train/paper/paper_049.jpg
train/paper/paper_049__aug_v2_03.jpg,train,paper,augmentation,train/paper/paper_049__aug_v2_03.jpg,train/paper/paper_049.jpg
train/paper/paper_049__aug_v2_04.jpg,train,paper,augmentation,train/paper/paper_049__aug_v2_04.jpg,train/paper/paper_049.jpg
train/paper/paper_049__aug_v2_05.jpg,train,paper,augmentation,train/paper/paper_049__aug_v2_05.jpg,train/paper/paper_049.jpg
train/paper/paper_049__aug_v2_06.jpg,train,paper,augmentation,train/paper/paper_049__aug_v2_06.jpg,train/paper/paper_049.jpg
train/paper/paper_049__aug_v2_07.jpg,train,paper,augmentation,train/paper/paper_049__aug_v2_07.jpg,train/paper/paper_049.jpg
train/paper/paper_049__aug_v2_08.jpg,train,paper,augmentation,train/paper/paper_049__aug_v2_08.jpg,train/paper/paper_049.jpg
train/paper/paper_049__aug_v2_09.jpg,train,paper,augmentation,train/paper/paper_049__aug_v2_09.jpg,train/paper/paper_049.jpg
train/paper/paper_050.jpg,train,paper,original,train/paper/paper_050.jpg,train/paper/paper_050.jpg
train/paper/paper_050__aug_v2_01.jpg,train,paper,augmentation,train/paper/paper_050__aug_v2_01.jpg,train/paper/paper_050.jpg
train/paper/paper_050__aug_v2_02.jpg,train,paper,augmentation,train/paper/paper_050__aug_v2_02.jpg,train/paper/paper_050.jpg
train/paper/paper_050__aug_v2_03.jpg,train,paper,augmentation,train/paper/paper_050__aug_v2_03.jpg,train/paper/paper_050.jpg
train/paper/paper_050__aug_v2_04.jpg,train,paper,augmentation,train/paper/paper_050__aug_v2_04.jpg,train/paper/paper_050.jpg
train/paper/paper_050__aug_v2_05.jpg,train,paper,augmentation,train/paper/paper_050__aug_v2_05.jpg,train/paper/paper_050.jpg
train/paper/paper_050__aug_v2_06.jpg,train,paper,augmentation,train/paper/paper_050__aug_v2_06.jpg,train/paper/paper_050.jpg
train/paper/paper_050__aug_v2_07.jpg,train,paper,augmentation,train/paper/paper_050__aug_v2_07.jpg,train/paper/paper_050.jpg
train/paper/paper_050__aug_v2_08.jpg,train,paper,augmentation,train/paper/paper_050__aug_v2_08.jpg,train/paper/paper_050.jpg
train/paper/paper_050__aug_v2_09.jpg,train,paper,augmentation,train/paper/paper_050__aug_v2_09.jpg,train/paper/paper_050.jpg
train/paper/paper_051.jpg,train,paper,original,train/paper/paper_051.jpg,train/paper/paper_051.jpg
train/paper/paper_051__aug_v2_01.jpg,train,paper,augmentation,train/paper/paper_051__aug_v2_01.jpg,train/paper/paper_051.jpg
train/paper/paper_051__aug_v2_02.jpg,train,paper,augmentation,train/paper/paper_051__aug_v2_02.jpg,train/paper/paper_051.jpg
train/paper/paper_051__aug_v2_03.jpg,train,paper,augmentation,train/paper/paper_051__aug_v2_03.jpg,train/paper/paper_051.jpg
train/paper/paper_051__aug_v2_04.jpg,train,paper,augmentation,train/paper/paper_051__aug_v2_04.jpg,train/paper/paper_051.jpg
train/paper/paper_051__aug_v2_05.jpg,train,paper,augmentation,train/paper/paper_051__aug_v2_05.jpg,train/paper/paper_051.jpg
train/paper/paper_051__aug_v2_06.jpg,train,paper,augmentation,train/paper/paper_051__aug_v2_06.jpg,train/paper/paper_051.jpg
train/paper/paper_051__aug_v2_07.jpg,train,paper,augmentation,train/paper/paper_051__aug_v2_07.jpg,train/paper/paper_051.jpg
train/paper/paper_051__aug_v2_08.jpg,train,paper,augmentation,train/paper/paper_051__aug_v2_08.jpg,train/paper/paper_051.jpg
train/paper/paper_051__aug_v2_09.jpg,train,paper,augmentation,train/paper/paper_051__aug_v2_09.jpg,train/paper/paper_051.jpg
train/paper/paper_052.jpg,train,paper,original,train/paper/paper_052.jpg,train/paper/paper_052.jpg
train/paper/paper_052__aug_v2_01.jpg,train,paper,augmentation,train/paper/paper_052__aug_v2_01.jpg,train/paper/paper_052.jpg
train/paper/paper_052__aug_v2_02.jpg,train,paper,augmentation,train/paper/paper_052__aug_v2_02.jpg,train/paper/paper_052.jpg
train/paper/paper_052__aug_v2_03.jpg,train,paper,augmentation,train/paper/paper_052__aug_v2_03.jpg,train/paper/paper_052.jpg
train/paper/paper_052__aug_v2_04.jpg,train,paper,augmentation,train/paper/paper_052__aug_v2_04.jpg,train/paper/paper_052.jpg
train/paper/paper_052__aug_v2_05.jpg,train,paper,augmentation,train/paper/paper_052__aug_v2_05.jpg,train/paper/paper_052.jpg
train/paper/paper_052__aug_v2_06.jpg,train,paper,augmentation,train/paper/paper_052__aug_v2_06.jpg,train/paper/paper_052.jpg
train/paper/paper_052__aug_v2_07.jpg,train,paper,augmentation,train/paper/paper_052__aug_v2_07.jpg,train/paper/paper_052.jpg
train/paper/paper_052__aug_v2_08.jpg,train,paper,augmentation,train/paper/paper_052__aug_v2_08.jpg,train/paper/paper_052.jpg
train/paper/paper_052__aug_v2_09.jpg,train,paper,augmentation,train/paper/paper_052__aug_v2_09.jpg,train/paper/paper_052.jpg
train/paper/paper_053.jpg,train,paper,original,train/paper/paper_053.jpg,train/paper/paper_053.jpg
train/paper/paper_053__aug_v2_01.jpg,train,paper,augmentation,train/paper/paper_053__aug_v2_01.jpg,train/paper/paper_053.jpg
train/paper/paper_053__aug_v2_02.jpg,train,paper,augmentation,train/paper/paper_053__aug_v2_02.jpg,train/paper/paper_053.jpg
train/paper/paper_053__aug_v2_03.jpg,train,paper,augmentation,train/paper/paper_053__aug_v2_03.jpg,train/paper/paper_053.jpg
train/paper/paper_053__aug_v2_04.jpg,train,paper,augmentation,train/paper/paper_053__aug_v2_04.jpg,train/paper/paper_053.jpg
train/paper/paper_053__aug_v2_05.jpg,train,paper,augmentation,train/paper/paper_053__aug_v2_05.jpg,train/paper/paper_053.jpg
train/paper/paper_053__aug_v2_06.jpg,train,paper,augmentation,train/paper/paper_053__aug_v2_06.jpg,train/paper/paper_053.jpg
train/paper/paper_053__aug_v2_07.jpg,train,paper,augmentation,train/paper/paper_053__aug_v2_07.jpg,train/paper/paper_053.jpg
train/paper/paper_053__aug_v2_08.jpg,train,paper,augmentation,train/paper/paper_053__aug_v2_08.jpg,train/paper/paper_053.jpg
train/paper/paper_053__aug_v2_09.jpg,train,paper,augmentation,train/paper/paper_053__aug_v2_09.jpg,train/paper/paper_053.jpg
train/paper/paper_054.jpg,train,paper,original,train/paper/paper_054.jpg,train/paper/paper_054.jpg
train/paper/paper_054__aug_v2_01.jpg,train,paper,augmentation,train/paper/paper_054__aug_v2_01.jpg,train/paper/paper_054.jpg
train/paper/paper_054__aug_v2_02.jpg,train,paper,augmentation,train/paper/paper_054__aug_v2_02.jpg,train/paper/paper_054.jpg
train/paper/paper_054__aug_v2_03.jpg,train,paper,augmentation,train/paper/paper_054__aug_v2_03.jpg,train/paper/paper_054.jpg
train/paper/paper_054__aug_v2_04.jpg,train,paper,augmentation,train/paper/paper_054__aug_v2_04.jpg,train/paper/paper_054.jpg
train/paper/paper_054__aug_v2_05.jpg,train,paper,augmentation,train/paper/paper_054__aug_v2_05.jpg,train/paper/paper_054.jpg
train/paper/paper_054__aug_v2_06.jpg,train,paper,augmentation,train/paper/paper_054__aug_v2_06.jpg,train/paper/paper_054.jpg
train/paper/paper_054__aug_v2_07.jpg,train,paper,augmentation,train/paper/paper_054__aug_v2_07.jpg,train/paper/paper_054.jpg
train/paper/paper_054__aug_v2_08.jpg,train,paper,augmentation,train/paper/paper_054__aug_v2_08.jpg,train/paper/paper_054.jpg
train/paper/paper_054__aug_v2_09.jpg,train,paper,augmentation,train/paper/paper_054__aug_v2_09.jpg,train/paper/paper_054.jpg
train/paper/paper_057.jpg,train,paper,original,train/paper/paper_057.jpg,train/paper/paper_057.jpg
train/paper/paper_057__aug_v2_01.jpg,train,paper,augmentation,train/paper/paper_057__aug_v2_01.jpg,train/paper/paper_057.jpg
train/paper/paper_057__aug_v2_02.jpg,train,paper,augmentation,train/paper/paper_057__aug_v2_02.jpg,train/paper/paper_057.jpg
train/paper/paper_057__aug_v2_03.jpg,train,paper,augmentation,train/paper/paper_057__aug_v2_03.jpg,train/paper/paper_057.jpg
train/paper/paper_057__aug_v2_04.jpg,train,paper,augmentation,train/paper/paper_057__aug_v2_04.jpg,train/paper/paper_057.jpg
train/paper/paper_057__aug_v2_05.jpg,train,paper,augmentation,train/paper/paper_057__aug_v2_05.jpg,train/paper/paper_057.jpg
train/paper/paper_057__aug_v2_06.jpg,train,paper,augmentation,train/paper/paper_057__aug_v2_06.jpg,train/paper/paper_057.jpg
train/paper/paper_057__aug_v2_07.jpg,train,paper,augmentation,train/paper/paper_057__aug_v2_07.jpg,train/paper/paper_057.jpg
train/paper/paper_057__aug_v2_08.jpg,train,paper,augmentation,train/paper/paper_057__aug_v2_08.jpg,train/paper/paper_057.jpg
train/paper/paper_057__aug_v2_09.jpg,train,paper,augmentation,train/paper/paper_057__aug_v2_09.jpg,train/paper/paper_057.jpg
train/paper/paper_058.jpg,train,paper,original,train/paper/paper_058.jpg,train/paper/paper_058.jpg
train/paper/paper_058__aug_v2_01.jpg,train,paper,augmentation,train/paper/paper_058__aug_v2_01.jpg,train/paper/paper_058.jpg
