prepared_relative_path,split,label,kind,source_dataset,source_path,transform_parameters
train/paper/paper_035__aug_v2_03.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_035__aug_v2_03.jpg,
train/paper/paper_035__aug_v2_04.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_035__aug_v2_04.jpg,
train/paper/paper_035__aug_v2_05.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_035__aug_v2_05.jpg,
train/paper/paper_035__aug_v2_06.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_035__aug_v2_06.jpg,
train/paper/paper_035__aug_v2_07.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_035__aug_v2_07.jpg,
train/paper/paper_035__aug_v2_08.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_035__aug_v2_08.jpg,
train/paper/paper_035__aug_v2_09.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_035__aug_v2_09.jpg,
train/paper/paper_037.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_037.jpg,
train/paper/paper_037__aug_v2_01.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_037__aug_v2_01.jpg,
train/paper/paper_037__aug_v2_02.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_037__aug_v2_02.jpg,
train/paper/paper_037__aug_v2_03.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_037__aug_v2_03.jpg,
train/paper/paper_037__aug_v2_04.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_037__aug_v2_04.jpg,
train/paper/paper_037__aug_v2_05.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_037__aug_v2_05.jpg,
train/paper/paper_037__aug_v2_06.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_037__aug_v2_06.jpg,
train/paper/paper_037__aug_v2_07.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_037__aug_v2_07.jpg,
train/paper/paper_037__aug_v2_08.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_037__aug_v2_08.jpg,
train/paper/paper_037__aug_v2_09.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_037__aug_v2_09.jpg,
train/paper/paper_038.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_038.jpg,
train/paper/paper_038__aug_v2_01.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_038__aug_v2_01.jpg,
train/paper/paper_038__aug_v2_02.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_038__aug_v2_02.jpg,
train/paper/paper_038__aug_v2_03.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_038__aug_v2_03.jpg,
train/paper/paper_038__aug_v2_04.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_038__aug_v2_04.jpg,
train/paper/paper_038__aug_v2_05.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_038__aug_v2_05.jpg,
train/paper/paper_038__aug_v2_06.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_038__aug_v2_06.jpg,
train/paper/paper_038__aug_v2_07.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_038__aug_v2_07.jpg,
train/paper/paper_038__aug_v2_08.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_038__aug_v2_08.jpg,
train/paper/paper_038__aug_v2_09.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_038__aug_v2_09.jpg,
train/paper/paper_039.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_039.jpg,
train/paper/paper_039__aug_v2_01.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_039__aug_v2_01.jpg,
train/paper/paper_039__aug_v2_02.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_039__aug_v2_02.jpg,
train/paper/paper_039__aug_v2_03.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_039__aug_v2_03.jpg,
train/paper/paper_039__aug_v2_04.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_039__aug_v2_04.jpg,
train/paper/paper_039__aug_v2_05.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_039__aug_v2_05.jpg,
train/paper/paper_039__aug_v2_06.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_039__aug_v2_06.jpg,
train/paper/paper_039__aug_v2_07.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_039__aug_v2_07.jpg,
train/paper/paper_039__aug_v2_08.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_039__aug_v2_08.jpg,
train/paper/paper_039__aug_v2_09.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_039__aug_v2_09.jpg,
train/paper/paper_040.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_040.jpg,
train/paper/paper_040__aug_v2_01.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_040__aug_v2_01.jpg,
train/paper/paper_040__aug_v2_02.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_040__aug_v2_02.jpg,
train/paper/paper_040__aug_v2_03.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_040__aug_v2_03.jpg,
train/paper/paper_040__aug_v2_04.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_040__aug_v2_04.jpg,
train/paper/paper_040__aug_v2_05.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_040__aug_v2_05.jpg,
train/paper/paper_040__aug_v2_06.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_040__aug_v2_06.jpg,
train/paper/paper_040__aug_v2_07.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_040__aug_v2_07.jpg,
train/paper/paper_040__aug_v2_08.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_040__aug_v2_08.jpg,
train/paper/paper_040__aug_v2_09.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_040__aug_v2_09.jpg,
train/paper/paper_042.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_042.jpg,
train/paper/paper_042__aug_v2_01.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_042__aug_v2_01.jpg,
train/paper/paper_042__aug_v2_02.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_042__aug_v2_02.jpg,
train/paper/paper_042__aug_v2_03.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_042__aug_v2_03.jpg,
train/paper/paper_042__aug_v2_04.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_042__aug_v2_04.jpg,
train/paper/paper_042__aug_v2_05.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_042__aug_v2_05.jpg,
train/paper/paper_042__aug_v2_06.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_042__aug_v2_06.jpg,
train/paper/paper_042__aug_v2_07.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_042__aug_v2_07.jpg,
train/paper/paper_042__aug_v2_08.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_042__aug_v2_08.jpg,
train/paper/paper_042__aug_v2_09.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_042__aug_v2_09.jpg,
train/paper/paper_043.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_043.jpg,
train/paper/paper_043__aug_v2_01.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_043__aug_v2_01.jpg,
train/paper/paper_043__aug_v2_02.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_043__aug_v2_02.jpg,
train/paper/paper_043__aug_v2_03.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_043__aug_v2_03.jpg,
train/paper/paper_043__aug_v2_04.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_043__aug_v2_04.jpg,
train/paper/paper_043__aug_v2_05.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_043__aug_v2_05.jpg,
train/paper/paper_043__aug_v2_06.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_043__aug_v2_06.jpg,
train/paper/paper_043__aug_v2_07.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_043__aug_v2_07.jpg,
train/paper/paper_043__aug_v2_08.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_043__aug_v2_08.jpg,
train/paper/paper_043__aug_v2_09.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_043__aug_v2_09.jpg,
train/paper/paper_044.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_044.jpg,
train/paper/paper_044__aug_v2_01.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_044__aug_v2_01.jpg,
train/paper/paper_044__aug_v2_02.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_044__aug_v2_02.jpg,
train/paper/paper_044__aug_v2_03.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_044__aug_v2_03.jpg,
train/paper/paper_044__aug_v2_04.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_044__aug_v2_04.jpg,
train/paper/paper_044__aug_v2_05.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_044__aug_v2_05.jpg,
train/paper/paper_044__aug_v2_06.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_044__aug_v2_06.jpg,
train/paper/paper_044__aug_v2_07.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_044__aug_v2_07.jpg,
train/paper/paper_044__aug_v2_08.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_044__aug_v2_08.jpg,
train/paper/paper_044__aug_v2_09.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_044__aug_v2_09.jpg,
train/paper/paper_045.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_045.jpg,
train/paper/paper_045__aug_v2_01.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_045__aug_v2_01.jpg,
train/paper/paper_045__aug_v2_02.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_045__aug_v2_02.jpg,
train/paper/paper_045__aug_v2_03.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_045__aug_v2_03.jpg,
train/paper/paper_045__aug_v2_04.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_045__aug_v2_04.jpg,
train/paper/paper_045__aug_v2_05.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_045__aug_v2_05.jpg,
train/paper/paper_045__aug_v2_06.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_045__aug_v2_06.jpg,
train/paper/paper_045__aug_v2_07.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_045__aug_v2_07.jpg,
train/paper/paper_045__aug_v2_08.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_045__aug_v2_08.jpg,
train/paper/paper_045__aug_v2_09.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_045__aug_v2_09.jpg,
train/paper/paper_046.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_046.jpg,
train/paper/paper_046__aug_v2_01.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_046__aug_v2_01.jpg,
train/paper/paper_046__aug_v2_02.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_046__aug_v2_02.jpg,
train/paper/paper_046__aug_v2_03.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_046__aug_v2_03.jpg,
train/paper/paper_046__aug_v2_04.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_046__aug_v2_04.jpg,
train/paper/paper_046__aug_v2_05.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_046__aug_v2_05.jpg,
train/paper/paper_046__aug_v2_06.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_046__aug_v2_06.jpg,
train/paper/paper_046__aug_v2_07.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_046__aug_v2_07.jpg,
train/paper/paper_046__aug_v2_08.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_046__aug_v2_08.jpg,
train/paper/paper_046__aug_v2_09.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_046__aug_v2_09.jpg,
train/paper/paper_047.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_047.jpg,
train/paper/paper_047__aug_v2_01.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_047__aug_v2_01.jpg,
train/paper/paper_047__aug_v2_02.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_047__aug_v2_02.jpg,
train/paper/paper_047__aug_v2_03.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_047__aug_v2_03.jpg,
train/paper/paper_047__aug_v2_04.jpg,train,paper,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\paper\paper_047__aug_v2_04.jpg,
