source_relative_path,label,admitted,reason
paper/paper_049__aug_v2_03.jpg,paper,false,stored_augmentation_excluded
paper/paper_049__aug_v2_04.jpg,paper,false,stored_augmentation_excluded
paper/paper_049__aug_v2_05.jpg,paper,false,stored_augmentation_excluded
paper/paper_049__aug_v2_06.jpg,paper,false,stored_augmentation_excluded
paper/paper_049__aug_v2_07.jpg,paper,false,stored_augmentation_excluded
paper/paper_049__aug_v2_08.jpg,paper,false,stored_augmentation_excluded
paper/paper_049__aug_v2_09.jpg,paper,false,stored_augmentation_excluded
paper/paper_050.jpg,paper,false,legacy_or_non_esp32_filename_excluded
paper/paper_050__aug_v2_01.jpg,paper,false,stored_augmentation_excluded
paper/paper_050__aug_v2_02.jpg,paper,false,stored_augmentation_excluded
paper/paper_050__aug_v2_03.jpg,paper,false,stored_augmentation_excluded
paper/paper_050__aug_v2_04.jpg,paper,false,stored_augmentation_excluded
paper/paper_050__aug_v2_05.jpg,paper,false,stored_augmentation_excluded
paper/paper_050__aug_v2_06.jpg,paper,false,stored_augmentation_excluded
paper/paper_050__aug_v2_07.jpg,paper,false,stored_augmentation_excluded
paper/paper_050__aug_v2_08.jpg,paper,false,stored_augmentation_excluded
paper/paper_050__aug_v2_09.jpg,paper,false,stored_augmentation_excluded
paper/paper_051.jpg,paper,false,legacy_or_non_esp32_filename_excluded
paper/paper_051__aug_v2_01.jpg,paper,false,stored_augmentation_excluded
paper/paper_051__aug_v2_02.jpg,paper,false,stored_augmentation_excluded
paper/paper_051__aug_v2_03.jpg,paper,false,stored_augmentation_excluded
paper/paper_051__aug_v2_04.jpg,paper,false,stored_augmentation_excluded
paper/paper_051__aug_v2_05.jpg,paper,false,stored_augmentation_excluded
paper/paper_051__aug_v2_06.jpg,paper,false,stored_augmentation_excluded
paper/paper_051__aug_v2_07.jpg,paper,false,stored_augmentation_excluded
paper/paper_051__aug_v2_08.jpg,paper,false,stored_augmentation_excluded
paper/paper_051__aug_v2_09.jpg,paper,false,stored_augmentation_excluded
paper/paper_052.jpg,paper,false,legacy_or_non_esp32_filename_excluded
paper/paper_052__aug_v2_01.jpg,paper,false,stored_augmentation_excluded
paper/paper_052__aug_v2_02.jpg,paper,false,stored_augmentation_excluded
paper/paper_052__aug_v2_03.jpg,paper,false,stored_augmentation_excluded
paper/paper_052__aug_v2_04.jpg,paper,false,stored_augmentation_excluded
paper/paper_052__aug_v2_05.jpg,paper,false,stored_augmentation_excluded
paper/paper_052__aug_v2_06.jpg,paper,false,stored_augmentation_excluded
paper/paper_052__aug_v2_07.jpg,paper,false,stored_augmentation_excluded
paper/paper_052__aug_v2_08.jpg,paper,false,stored_augmentation_excluded
paper/paper_052__aug_v2_09.jpg,paper,false,stored_augmentation_excluded
paper/paper_053.jpg,paper,false,legacy_or_non_esp32_filename_excluded
paper/paper_053__aug_v2_01.jpg,paper,false,stored_augmentation_excluded
paper/paper_053__aug_v2_02.jpg,paper,false,stored_augmentation_excluded
paper/paper_053__aug_v2_03.jpg,paper,false,stored_augmentation_excluded
paper/paper_053__aug_v2_04.jpg,paper,false,stored_augmentation_excluded
paper/paper_053__aug_v2_05.jpg,paper,false,stored_augmentation_excluded
paper/paper_053__aug_v2_06.jpg,paper,false,stored_augmentation_excluded
paper/paper_053__aug_v2_07.jpg,paper,false,stored_augmentation_excluded
paper/paper_053__aug_v2_08.jpg,paper,false,stored_augmentation_excluded
paper/paper_053__aug_v2_09.jpg,paper,false,stored_augmentation_excluded
paper/paper_054.jpg,paper,false,legacy_or_non_esp32_filename_excluded
paper/paper_054__aug_v2_01.jpg,paper,false,stored_augmentation_excluded
paper/paper_054__aug_v2_02.jpg,paper,false,stored_augmentation_excluded
paper/paper_054__aug_v2_03.jpg,paper,false,stored_augmentation_excluded
paper/paper_054__aug_v2_04.jpg,paper,false,stored_augmentation_excluded
paper/paper_054__aug_v2_05.jpg,paper,false,stored_augmentation_excluded
paper/paper_054__aug_v2_06.jpg,paper,false,stored_augmentation_excluded
paper/paper_054__aug_v2_07.jpg,paper,false,stored_augmentation_excluded
paper/paper_054__aug_v2_08.jpg,paper,false,stored_augmentation_excluded
paper/paper_054__aug_v2_09.jpg,paper,false,stored_augmentation_excluded
paper/paper_057.jpg,paper,false,legacy_or_non_esp32_filename_excluded
paper/paper_057__aug_v2_01.jpg,paper,false,stored_augmentation_excluded
paper/paper_057__aug_v2_02.jpg,paper,false,stored_augmentation_excluded
paper/paper_057__aug_v2_03.jpg,paper,false,stored_augmentation_excluded
paper/paper_057__aug_v2_04.jpg,paper,false,stored_augmentation_excluded
paper/paper_057__aug_v2_05.jpg,paper,false,stored_augmentation_excluded
paper/paper_057__aug_v2_06.jpg,paper,false,stored_augmentation_excluded
paper/paper_057__aug_v2_07.jpg,paper,false,stored_augmentation_excluded
paper/paper_057__aug_v2_08.jpg,paper,false,stored_augmentation_excluded
paper/paper_057__aug_v2_09.jpg,paper,false,stored_augmentation_excluded
paper/paper_058.jpg,paper,false,legacy_or_non_esp32_filename_excluded
paper/paper_058__aug_v2_01.jpg,paper,false,stored_augmentation_excluded
paper/paper_058__aug_v2_02.jpg,paper,false,stored_augmentation_excluded
paper/paper_058__aug_v2_03.jpg,paper,false,stored_augmentation_excluded
paper/paper_058__aug_v2_04.jpg,paper,false,stored_augmentation_excluded
paper/paper_058__aug_v2_05.jpg,paper,false,stored_augmentation_excluded
paper/paper_058__aug_v2_06.jpg,paper,false,stored_augmentation_excluded
paper/paper_058__aug_v2_07.jpg,paper,false,stored_augmentation_excluded
paper/paper_058__aug_v2_08.jpg,paper,false,stored_augmentation_excluded
paper/paper_058__aug_v2_09.jpg,paper,false,stored_augmentation_excluded
paper/paper_060.jpg,paper,false,legacy_or_non_esp32_filename_excluded
paper/paper_060__aug_v2_01.jpg,paper,false,stored_augmentation_excluded
paper/paper_060__aug_v2_02.jpg,paper,false,stored_augmentation_excluded
paper/paper_060__aug_v2_03.jpg,paper,false,stored_augmentation_excluded
paper/paper_060__aug_v2_04.jpg,paper,false,stored_augmentation_excluded
paper/paper_060__aug_v2_05.jpg,paper,false,stored_augmentation_excluded
paper/paper_060__aug_v2_06.jpg,paper,false,stored_augmentation_excluded
paper/paper_060__aug_v2_07.jpg,paper,false,stored_augmentation_excluded
paper/paper_060__aug_v2_08.jpg,paper,false,stored_augmentation_excluded
paper/paper_060__aug_v2_09.jpg,paper,false,stored_augmentation_excluded
plastic/esp32-cam-2026-08-01T09-18-00-256Z.jpg,plastic,true,raw_esp32_capture
plastic/esp32-cam-2026-08-01T09-18-01-210Z.jpg,plastic,true,raw_esp32_capture
plastic/esp32-cam-2026-08-01T09-18-02-172Z.jpg,plastic,true,raw_esp32_capture
plastic/esp32-cam-2026-08-01T09-18-08-932Z.jpg,plastic,true,raw_esp32_capture
plastic/esp32-cam-2026-08-01T09-18-09-510Z.jpg,plastic,true,raw_esp32_capture
plastic/esp32-cam-2026-08-01T09-18-10-482Z.jpg,plastic,true,raw_esp32_capture
plastic/esp32-cam-2026-08-01T09-18-11-451Z.jpg,plastic,true,raw_esp32_capture
plastic/esp32-cam-2026-08-01T09-18-18-049Z.jpg,plastic,true,raw_esp32_capture
plastic/esp32-cam-2026-08-01T09-18-19-008Z.jpg,plastic,true,raw_esp32_capture
plastic/esp32-cam-2026-08-01T09-18-19-765Z.jpg,plastic,true,raw_esp32_capture
plastic/esp32-cam-2026-08-01T09-18-25-982Z.jpg,plastic,true,raw_esp32_capture
plastic/esp32-cam-2026-08-01T09-18-27-447Z.jpg,plastic,true,raw_esp32_capture
plastic/esp32-cam-2026-08-01T09-18-28-587Z.jpg,plastic,true,raw_esp32_capture
plastic/esp32-cam-2026-08-01T09-18-34-428Z.jpg,plastic,true,raw_esp32_capture
plastic/esp32-cam-2026-08-01T09-18-35-112Z.jpg,plastic,true,raw_esp32_capture
plastic/esp32-cam-2026-08-01T09-18-35-939Z.jpg,plastic,true,raw_esp32_capture
plastic/esp32-cam-2026-08-01T09-18-48-725Z.jpg,plastic,true,raw_esp32_capture
plastic/esp32-cam-2026-08-01T09-18-49-442Z.jpg,plastic,true,raw_esp32_capture
plastic/esp32-cam-2026-08-01T09-18-50-193Z.jpg,plastic,true,raw_esp32_capture
plastic/esp32-cam-2026-08-01T09-18-51-779Z.jpg,plastic,true,raw_esp32_capture
plastic/esp32-cam-2026-08-01T09-19-16-734Z.jpg,plastic,true,raw_esp32_capture
plastic/esp32-cam-2026-08-01T09-19-22-225Z.jpg,plastic,true,raw_esp32_capture
plastic/esp32-cam-2026-08-01T09-19-29-965Z.jpg,plastic,true,raw_esp32_capture
plastic/esp32-cam-2026-08-01T09-19-34-536Z.jpg,plastic,true,raw_esp32_capture
plastic/esp32-cam-2026-08-01T09-19-43-238Z.jpg,plastic,true,raw_esp32_capture
plastic/esp32-cam-2026-08-01T09-19-49-152Z.jpg,plastic,true,raw_esp32_capture
plastic/esp32-cam-2026-08-01T09-20-01-299Z.jpg,plastic,true,raw_esp32_capture
plastic/esp32-cam-2026-08-01T09-20-08-360Z.jpg,plastic,true,raw_esp32_capture
plastic/esp32-cam-2026-08-01T09-20-14-018Z.jpg,plastic,true,raw_esp32_capture
plastic/esp32-cam-2026-08-01T09-20-15-163Z.jpg,plastic,true,raw_esp32_capture
plastic/plastic_001.jpg,plastic,false,legacy_or_non_esp32_filename_excluded
plastic/plastic_001__aug_v2_01.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_001__aug_v2_02.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_001__aug_v2_03.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_001__aug_v2_04.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_001__aug_v2_05.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_001__aug_v2_06.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_001__aug_v2_07.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_001__aug_v2_08.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_001__aug_v2_09.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_002.jpg,plastic,false,legacy_or_non_esp32_filename_excluded
plastic/plastic_002__aug_v2_01.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_002__aug_v2_02.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_002__aug_v2_03.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_002__aug_v2_04.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_002__aug_v2_05.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_002__aug_v2_06.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_002__aug_v2_07.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_002__aug_v2_08.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_002__aug_v2_09.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_003.jpg,plastic,false,legacy_or_non_esp32_filename_excluded
plastic/plastic_003__aug_v2_01.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_003__aug_v2_02.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_003__aug_v2_03.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_003__aug_v2_04.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_003__aug_v2_05.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_003__aug_v2_06.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_003__aug_v2_07.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_003__aug_v2_08.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_003__aug_v2_09.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_004.jpg,plastic,false,legacy_or_non_esp32_filename_excluded
plastic/plastic_004__aug_v2_01.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_004__aug_v2_02.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_004__aug_v2_03.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_004__aug_v2_04.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_004__aug_v2_05.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_004__aug_v2_06.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_004__aug_v2_07.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_004__aug_v2_08.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_004__aug_v2_09.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_005.jpg,plastic,false,legacy_or_non_esp32_filename_excluded
plastic/plastic_005__aug_v2_01.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_005__aug_v2_02.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_005__aug_v2_03.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_005__aug_v2_04.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_005__aug_v2_05.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_005__aug_v2_06.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_005__aug_v2_07.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_005__aug_v2_08.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_005__aug_v2_09.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_006.jpg,plastic,false,legacy_or_non_esp32_filename_excluded
plastic/plastic_006__aug_v2_01.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_006__aug_v2_02.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_006__aug_v2_03.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_006__aug_v2_04.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_006__aug_v2_05.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_006__aug_v2_06.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_006__aug_v2_07.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_006__aug_v2_08.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_006__aug_v2_09.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_007.jpg,plastic,false,legacy_or_non_esp32_filename_excluded
plastic/plastic_007__aug_v2_01.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_007__aug_v2_02.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_007__aug_v2_03.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_007__aug_v2_04.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_007__aug_v2_05.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_007__aug_v2_06.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_007__aug_v2_07.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_007__aug_v2_08.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_007__aug_v2_09.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_008.jpg,plastic,false,legacy_or_non_esp32_filename_excluded
plastic/plastic_008__aug_v2_01.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_008__aug_v2_02.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_008__aug_v2_03.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_008__aug_v2_04.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_008__aug_v2_05.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_008__aug_v2_06.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_008__aug_v2_07.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_008__aug_v2_08.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_008__aug_v2_09.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_009.jpg,plastic,false,legacy_or_non_esp32_filename_excluded
plastic/plastic_009__aug_v2_01.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_009__aug_v2_02.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_009__aug_v2_03.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_009__aug_v2_04.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_009__aug_v2_05.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_009__aug_v2_06.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_009__aug_v2_07.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_009__aug_v2_08.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_009__aug_v2_09.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_013.jpg,plastic,false,legacy_or_non_esp32_filename_excluded
plastic/plastic_013__aug_v2_01.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_013__aug_v2_02.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_013__aug_v2_03.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_013__aug_v2_04.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_013__aug_v2_05.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_013__aug_v2_06.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_013__aug_v2_07.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_013__aug_v2_08.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_013__aug_v2_09.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_014.jpg,plastic,false,legacy_or_non_esp32_filename_excluded
plastic/plastic_014__aug_v2_01.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_014__aug_v2_02.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_014__aug_v2_03.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_014__aug_v2_04.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_014__aug_v2_05.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_014__aug_v2_06.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_014__aug_v2_07.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_014__aug_v2_08.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_014__aug_v2_09.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_016.jpg,plastic,false,legacy_or_non_esp32_filename_excluded
plastic/plastic_016__aug_v2_01.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_016__aug_v2_02.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_016__aug_v2_03.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_016__aug_v2_04.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_016__aug_v2_05.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_016__aug_v2_06.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_016__aug_v2_07.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_016__aug_v2_08.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_016__aug_v2_09.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_017.jpg,plastic,false,legacy_or_non_esp32_filename_excluded
plastic/plastic_017__aug_v2_01.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_017__aug_v2_02.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_017__aug_v2_03.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_017__aug_v2_04.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_017__aug_v2_05.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_017__aug_v2_06.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_017__aug_v2_07.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_017__aug_v2_08.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_017__aug_v2_09.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_018.jpg,plastic,false,legacy_or_non_esp32_filename_excluded
plastic/plastic_018__aug_v2_01.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_018__aug_v2_02.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_018__aug_v2_03.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_018__aug_v2_04.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_018__aug_v2_05.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_018__aug_v2_06.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_018__aug_v2_07.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_018__aug_v2_08.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_018__aug_v2_09.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_019.jpg,plastic,false,legacy_or_non_esp32_filename_excluded
plastic/plastic_019__aug_v2_01.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_019__aug_v2_02.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_019__aug_v2_03.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_019__aug_v2_04.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_019__aug_v2_05.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_019__aug_v2_06.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_019__aug_v2_07.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_019__aug_v2_08.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_019__aug_v2_09.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_020.jpg,plastic,false,legacy_or_non_esp32_filename_excluded
plastic/plastic_020__aug_v2_01.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_020__aug_v2_02.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_020__aug_v2_03.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_020__aug_v2_04.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_020__aug_v2_05.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_020__aug_v2_06.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_020__aug_v2_07.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_020__aug_v2_08.jpg,plastic,false,stored_augmentation_excluded
plastic/plastic_020__aug_v2_09.jpg,plastic,false,stored_augmentation_excluded
organic/esp32-cam-2026-08-01T09-23-33-165Z.jpg,organic,true,raw_esp32_capture
organic/esp32-cam-2026-08-01T09-23-38-834Z.jpg,organic,true,raw_esp32_capture
organic/esp32-cam-2026-08-01T09-23-46-307Z.jpg,organic,true,raw_esp32_capture
organic/esp32-cam-2026-08-01T09-23-52-181Z.jpg,organic,true,raw_esp32_capture
organic/esp32-cam-2026-08-01T09-23-59-242Z.jpg,organic,true,raw_esp32_capture
organic/esp32-cam-2026-08-01T09-24-01-064Z.jpg,organic,true,raw_esp32_capture
organic/esp32-cam-2026-08-01T09-24-07-057Z.jpg,organic,true,raw_esp32_capture
organic/esp32-cam-2026-08-01T09-24-14-272Z.jpg,organic,true,raw_esp32_capture
organic/esp32-cam-2026-08-01T09-24-19-364Z.jpg,organic,true,raw_esp32_capture
organic/esp32-cam-2026-08-01T09-24-26-277Z.jpg,organic,true,raw_esp32_capture
organic/esp32-cam-2026-08-01T09-25-06-442Z.jpg,organic,true,raw_esp32_capture
organic/esp32-cam-2026-08-01T09-25-07-397Z.jpg,organic,true,raw_esp32_capture
organic/esp32-cam-2026-08-01T09-25-15-394Z.jpg,organic,true,raw_esp32_capture
organic/esp32-cam-2026-08-01T09-25-16-967Z.jpg,organic,true,raw_esp32_capture
organic/esp32-cam-2026-08-01T09-25-33-360Z.jpg,organic,true,raw_esp32_capture
organic/esp32-cam-2026-08-01T09-25-45-682Z.jpg,organic,true,raw_esp32_capture
organic/esp32-cam-2026-08-01T09-25-50-582Z.jpg,organic,true,raw_esp32_capture
organic/esp32-cam-2026-08-01T09-26-02-308Z.jpg,organic,true,raw_esp32_capture
organic/esp32-cam-2026-08-01T09-26-13-328Z.jpg,organic,true,raw_esp32_capture
organic/esp32-cam-2026-08-01T09-26-34-723Z.jpg,organic,true,raw_esp32_capture
organic/organic_001.jpg,organic,false,legacy_or_non_esp32_filename_excluded
organic/organic_001__aug_v2_01.jpg,organic,false,stored_augmentation_excluded
organic/organic_001__aug_v2_02.jpg,organic,false,stored_augmentation_excluded
organic/organic_001__aug_v2_03.jpg,organic,false,stored_augmentation_excluded
organic/organic_001__aug_v2_04.jpg,organic,false,stored_augmentation_excluded
organic/organic_001__aug_v2_05.jpg,organic,false,stored_augmentation_excluded
organic/organic_001__aug_v2_06.jpg,organic,false,stored_augmentation_excluded
organic/organic_001__aug_v2_07.jpg,organic,false,stored_augmentation_excluded
organic/organic_001__aug_v2_08.jpg,organic,false,stored_augmentation_excluded
organic/organic_001__aug_v2_09.jpg,organic,false,stored_augmentation_excluded
organic/organic_002.jpg,organic,false,legacy_or_non_esp32_filename_excluded
organic/organic_002__aug_v2_01.jpg,organic,false,stored_augmentation_excluded
organic/organic_002__aug_v2_02.jpg,organic,false,stored_augmentation_excluded
organic/organic_002__aug_v2_03.jpg,organic,false,stored_augmentation_excluded
organic/organic_002__aug_v2_04.jpg,organic,false,stored_augmentation_excluded
organic/organic_002__aug_v2_05.jpg,organic,false,stored_augmentation_excluded
organic/organic_002__aug_v2_06.jpg,organic,false,stored_augmentation_excluded
organic/organic_002__aug_v2_07.jpg,organic,false,stored_augmentation_excluded
organic/organic_002__aug_v2_08.jpg,organic,false,stored_augmentation_excluded
organic/organic_002__aug_v2_09.jpg,organic,false,stored_augmentation_excluded
organic/organic_003.jpg,organic,false,legacy_or_non_esp32_filename_excluded
organic/organic_003__aug_v2_01.jpg,organic,false,stored_augmentation_excluded
organic/organic_003__aug_v2_02.jpg,organic,false,stored_augmentation_excluded
organic/organic_003__aug_v2_03.jpg,organic,false,stored_augmentation_excluded
organic/organic_003__aug_v2_04.jpg,organic,false,stored_augmentation_excluded
organic/organic_003__aug_v2_05.jpg,organic,false,stored_augmentation_excluded
organic/organic_003__aug_v2_06.jpg,organic,false,stored_augmentation_excluded
organic/organic_003__aug_v2_07.jpg,organic,false,stored_augmentation_excluded
organic/organic_003__aug_v2_08.jpg,organic,false,stored_augmentation_excluded
organic/organic_003__aug_v2_09.jpg,organic,false,stored_augmentation_excluded
organic/organic_006.jpg,organic,false,legacy_or_non_esp32_filename_excluded
organic/organic_006__aug_v2_01.jpg,organic,false,stored_augmentation_excluded
organic/organic_006__aug_v2_02.jpg,organic,false,stored_augmentation_excluded
organic/organic_006__aug_v2_03.jpg,organic,false,stored_augmentation_excluded
organic/organic_006__aug_v2_04.jpg,organic,false,stored_augmentation_excluded
organic/organic_006__aug_v2_05.jpg,organic,false,stored_augmentation_excluded
organic/organic_006__aug_v2_06.jpg,organic,false,stored_augmentation_excluded
organic/organic_006__aug_v2_07.jpg,organic,false,stored_augmentation_excluded
organic/organic_006__aug_v2_08.jpg,organic,false,stored_augmentation_excluded
organic/organic_006__aug_v2_09.jpg,organic,false,stored_augmentation_excluded
organic/organic_007.jpg,organic,false,legacy_or_non_esp32_filename_excluded
organic/organic_007__aug_v2_01.jpg,organic,false,stored_augmentation_excluded
organic/organic_007__aug_v2_02.jpg,organic,false,stored_augmentation_excluded
organic/organic_007__aug_v2_03.jpg,organic,false,stored_augmentation_excluded
organic/organic_007__aug_v2_04.jpg,organic,false,stored_augmentation_excluded
organic/organic_007__aug_v2_05.jpg,organic,false,stored_augmentation_excluded
organic/organic_007__aug_v2_06.jpg,organic,false,stored_augmentation_excluded
organic/organic_007__aug_v2_07.jpg,organic,false,stored_augmentation_excluded
organic/organic_007__aug_v2_08.jpg,organic,false,stored_augmentation_excluded
organic/organic_007__aug_v2_09.jpg,organic,false,stored_augmentation_excluded
organic/organic_008.jpg,organic,false,legacy_or_non_esp32_filename_excluded
organic/organic_008__aug_v2_01.jpg,organic,false,stored_augmentation_excluded
organic/organic_008__aug_v2_02.jpg,organic,false,stored_augmentation_excluded
organic/organic_008__aug_v2_03.jpg,organic,false,stored_augmentation_excluded
organic/organic_008__aug_v2_04.jpg,organic,false,stored_augmentation_excluded
